Model name,Target backend,Scale factor type,Weight bit width,Act bit width,Bias bit width,Scaling per output channel,Act quant type,Bias corr,Graph eq iterations,Graph eq merge bias,Gptq,Gptq act order,Act quant percentile,Top 1% floating point accuracy,Top 1% quant accuracy,Floating point accuracy - quant accuracy,Quant accuracy / floating point accuracy,Calibration size,Calibration batch size,Torch version,Brevitas version
mobilenet_v2,layerwise,float32,4,8,int32,True,asymmetric,True,20,True,True,False,99.99,71.898,41.296,-30.602,0.574,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,4,8,int32,True,asymmetric,True,20,True,True,False,99.999,71.898,46.204,-25.694,0.643,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,4,8,int32,True,asymmetric,True,20,True,True,True,99.9,71.898,0.1,-71.798,0.001,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,4,8,int32,True,asymmetric,True,20,True,True,True,99.99,71.898,0.1,-71.798,0.001,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,4,8,int32,True,asymmetric,True,20,True,True,True,99.999,71.898,0.114,-71.784,0.002,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,4,8,int32,True,symmetric,True,20,True,False,False,99.9,71.898,37.898,-34.0,0.527,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,4,8,int32,True,symmetric,True,20,True,False,False,99.99,71.898,33.65,-38.248,0.468,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,4,8,int32,True,symmetric,True,20,True,False,False,99.999,71.898,37.076,-34.822,0.516,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,4,8,int32,True,symmetric,True,20,True,True,False,99.9,71.898,36.224,-35.674,0.504,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,4,8,int32,True,symmetric,True,20,True,True,False,99.99,71.898,37.848,-34.05,0.526,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,4,8,int32,True,symmetric,True,20,True,True,False,99.999,71.898,37.632,-34.266,0.523,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,4,8,int32,True,symmetric,True,20,True,True,True,99.9,71.898,0.1,-71.798,0.001,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,4,8,int32,True,symmetric,True,20,True,True,True,99.99,71.898,0.1,-71.798,0.001,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,4,8,int32,True,symmetric,True,20,True,True,True,99.999,71.898,0.1,-71.798,0.001,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,6,8,int32,False,asymmetric,True,20,True,False,False,99.9,71.898,69.6,-2.298,0.968,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,6,8,int32,False,asymmetric,True,20,True,False,False,99.99,71.898,70.25,-1.648,0.977,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,6,8,int32,False,asymmetric,True,20,True,False,False,99.999,71.898,69.914,-1.984,0.972,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,6,8,int32,False,asymmetric,True,20,True,True,False,99.9,71.898,69.996,-1.902,0.974,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,6,8,int32,False,asymmetric,True,20,True,True,False,99.99,71.898,70.54,-1.358,0.981,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,6,8,int32,False,asymmetric,True,20,True,True,False,99.999,71.898,69.768,-2.13,0.97,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,6,8,int32,False,asymmetric,True,20,True,True,True,99.9,71.898,0.1,-71.798,0.001,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,6,8,int32,False,asymmetric,True,20,True,True,True,99.99,71.898,0.1,-71.798,0.001,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,6,8,int32,False,asymmetric,True,20,True,True,True,99.999,71.898,0.1,-71.798,0.001,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,6,8,int32,False,symmetric,True,20,True,False,False,99.9,71.898,69.768,-2.13,0.97,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,6,8,int32,False,symmetric,True,20,True,False,False,99.99,71.898,69.42,-2.478,0.966,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,6,8,int32,False,symmetric,True,20,True,False,False,99.999,71.898,68.854,-3.044,0.958,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,6,8,int32,False,symmetric,True,20,True,True,False,99.9,71.898,69.64,-2.258,0.969,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,6,8,int32,False,symmetric,True,20,True,True,False,99.99,71.898,70.148,-1.75,0.976,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,6,8,int32,False,symmetric,True,20,True,True,False,99.999,71.898,69.94,-1.958,0.973,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,6,8,int32,False,symmetric,True,20,True,True,True,99.9,71.898,0.1,-71.798,0.001,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,6,8,int32,False,symmetric,True,20,True,True,True,99.99,71.898,0.1,-71.798,0.001,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,6,8,int32,False,symmetric,True,20,True,True,True,99.999,71.898,0.094,-71.804,0.001,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,6,8,int32,True,asymmetric,True,20,True,False,False,99.9,71.898,69.592,-2.306,0.968,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,6,8,int32,True,asymmetric,True,20,True,False,False,99.99,71.898,70.15,-1.748,0.976,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,6,8,int32,True,asymmetric,True,20,True,False,False,99.999,71.898,69.914,-1.984,0.972,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,6,8,int32,True,asymmetric,True,20,True,True,False,99.9,71.898,69.618,-2.28,0.968,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,6,8,int32,True,asymmetric,True,20,True,True,False,99.99,71.898,70.18,-1.718,0.976,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,6,8,int32,True,asymmetric,True,20,True,True,False,99.999,71.898,70.086,-1.812,0.975,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,6,8,int32,True,asymmetric,True,20,True,True,True,99.9,71.898,0.1,-71.798,0.001,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,6,8,int32,True,asymmetric,True,20,True,True,True,99.99,71.898,0.1,-71.798,0.001,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,6,8,int32,True,asymmetric,True,20,True,True,True,99.999,71.898,0.102,-71.796,0.001,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,6,8,int32,True,symmetric,True,20,True,False,False,99.9,71.898,69.326,-2.572,0.964,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,6,8,int32,True,symmetric,True,20,True,False,False,99.99,71.898,69.654,-2.244,0.969,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,6,8,int32,True,symmetric,True,20,True,False,False,99.999,71.898,69.078,-2.82,0.961,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,6,8,int32,True,symmetric,True,20,True,True,False,99.9,71.898,69.154,-2.744,0.962,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,6,8,int32,True,symmetric,True,20,True,True,False,99.99,71.898,69.038,-2.86,0.96,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,6,8,int32,True,symmetric,True,20,True,True,False,99.999,71.898,69.504,-2.394,0.967,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,6,8,int32,True,symmetric,True,20,True,True,True,99.9,71.898,0.056,-71.842,0.001,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,6,8,int32,True,symmetric,True,20,True,True,True,99.99,71.898,0.1,-71.798,0.001,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,6,8,int32,True,symmetric,True,20,True,True,True,99.999,71.898,0.1,-71.798,0.001,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,8,8,int32,False,asymmetric,True,20,True,False,False,99.9,71.898,71.162,-0.736,0.99,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,8,8,int32,False,asymmetric,True,20,True,False,False,99.99,71.898,71.5,-0.398,0.994,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,8,8,int32,False,asymmetric,True,20,True,False,False,99.999,71.898,71.356,-0.542,0.992,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,8,8,int32,False,asymmetric,True,20,True,True,False,99.9,71.898,71.236,-0.662,0.991,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,8,8,int32,False,asymmetric,True,20,True,True,False,99.99,71.898,71.442,-0.456,0.994,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,8,8,int32,False,asymmetric,True,20,True,True,False,99.999,71.898,71.254,-0.644,0.991,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,8,8,int32,False,asymmetric,True,20,True,True,True,99.9,71.898,0.1,-71.798,0.001,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,8,8,int32,False,asymmetric,True,20,True,True,True,99.99,71.898,0.1,-71.798,0.001,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,8,8,int32,False,asymmetric,True,20,True,True,True,99.999,71.898,0.1,-71.798,0.001,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,8,8,int32,False,symmetric,True,20,True,False,False,99.9,71.898,71.084,-0.814,0.989,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,8,8,int32,False,symmetric,True,20,True,False,False,99.99,71.898,71.112,-0.786,0.989,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,8,8,int32,False,symmetric,True,20,True,False,False,99.999,71.898,70.632,-1.266,0.982,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,8,8,int32,False,symmetric,True,20,True,True,False,99.9,71.898,71.008,-0.89,0.988,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,8,8,int32,False,symmetric,True,20,True,True,False,99.99,71.898,71.15,-0.748,0.99,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,8,8,int32,False,symmetric,True,20,True,True,False,99.999,71.898,70.634,-1.264,0.982,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,8,8,int32,False,symmetric,True,20,True,True,True,99.9,71.898,0.1,-71.798,0.001,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,8,8,int32,False,symmetric,True,20,True,True,True,99.99,71.898,0.09,-71.808,0.001,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,8,8,int32,False,symmetric,True,20,True,True,True,99.999,71.898,0.1,-71.798,0.001,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,8,8,int32,True,asymmetric,True,20,True,False,False,99.9,71.898,71.072,-0.826,0.989,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,8,8,int32,True,asymmetric,True,20,True,False,False,99.99,71.898,71.536,-0.362,0.995,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,8,8,int32,True,asymmetric,True,20,True,False,False,99.999,71.898,71.344,-0.554,0.992,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,8,8,int32,True,asymmetric,True,20,True,True,False,99.9,71.898,71.1,-0.798,0.989,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,8,8,int32,True,asymmetric,True,20,True,True,False,99.99,71.898,71.368,-0.53,0.993,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,8,8,int32,True,asymmetric,True,20,True,True,False,99.999,71.898,71.172,-0.726,0.99,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,8,8,int32,True,asymmetric,True,20,True,True,True,99.9,71.898,0.1,-71.798,0.001,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,8,8,int32,True,asymmetric,True,20,True,True,True,99.99,71.898,0.1,-71.798,0.001,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,8,8,int32,True,asymmetric,True,20,True,True,True,99.999,71.898,0.086,-71.812,0.001,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,8,8,int32,True,symmetric,True,20,True,False,False,99.9,71.898,70.97,-0.928,0.987,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,8,8,int32,True,symmetric,True,20,True,False,False,99.99,71.898,71.104,-0.794,0.989,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,8,8,int32,True,symmetric,True,20,True,False,False,99.999,71.898,70.512,-1.386,0.981,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,8,8,int32,True,symmetric,True,20,True,True,False,99.9,71.898,70.986,-0.912,0.987,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,8,8,int32,True,symmetric,True,20,True,True,False,99.99,71.898,70.932,-0.966,0.987,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,8,8,int32,True,symmetric,True,20,True,True,False,99.999,71.898,70.6,-1.298,0.982,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,8,8,int32,True,symmetric,True,20,True,True,True,99.9,71.898,0.1,-71.798,0.001,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,8,8,int32,True,symmetric,True,20,True,True,True,99.99,71.898,0.1,-71.798,0.001,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,float32,8,8,int32,True,symmetric,True,20,True,True,True,99.999,71.898,0.102,-71.796,0.001,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,po2,4,8,int32,False,asymmetric,True,20,True,False,False,99.9,71.898,5.524,-66.374,0.077,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,po2,4,8,int32,False,asymmetric,True,20,True,False,False,99.99,71.898,5.768,-66.13,0.08,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,po2,4,8,int32,False,asymmetric,True,20,True,False,False,99.999,71.898,4.136,-67.762,0.058,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,po2,4,8,int32,False,asymmetric,True,20,True,True,False,99.9,71.898,32.354,-39.544,0.45,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,po2,4,8,int32,False,asymmetric,True,20,True,True,False,99.99,71.898,32.86,-39.038,0.457,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,po2,4,8,int32,False,asymmetric,True,20,True,True,False,99.999,71.898,30.166,-41.732,0.42,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,po2,4,8,int32,False,asymmetric,True,20,True,True,True,99.9,71.898,0.1,-71.798,0.001,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,po2,4,8,int32,False,asymmetric,True,20,True,True,True,99.99,71.898,0.086,-71.812,0.001,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,po2,4,8,int32,False,asymmetric,True,20,True,True,True,99.999,71.898,0.086,-71.812,0.001,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,po2,4,8,int32,False,symmetric,True,20,True,False,False,99.9,71.898,5.53,-66.368,0.077,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,po2,4,8,int32,False,symmetric,True,20,True,False,False,99.99,71.898,5.766,-66.132,0.08,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,po2,4,8,int32,False,symmetric,True,20,True,False,False,99.999,71.898,8.774,-63.124,0.122,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,po2,4,8,int32,False,symmetric,True,20,True,True,False,99.9,71.898,24.83,-47.068,0.345,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,po2,4,8,int32,False,symmetric,True,20,True,True,False,99.99,71.898,27.982,-43.916,0.389,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,po2,4,8,int32,False,symmetric,True,20,True,True,False,99.999,71.898,30.244,-41.654,0.421,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,po2,4,8,int32,False,symmetric,True,20,True,True,True,99.9,71.898,0.1,-71.798,0.001,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,po2,4,8,int32,False,symmetric,True,20,True,True,True,99.99,71.898,0.098,-71.8,0.001,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,po2,4,8,int32,False,symmetric,True,20,True,True,True,99.999,71.898,0.12,-71.778,0.002,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,po2,4,8,int32,True,asymmetric,True,20,True,False,False,99.9,71.898,47.492,-24.406,0.661,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,po2,4,8,int32,True,asymmetric,True,20,True,False,False,99.99,71.898,48.152,-23.746,0.67,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,po2,4,8,int32,True,asymmetric,True,20,True,False,False,99.999,71.898,45.418,-26.48,0.632,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,po2,4,8,int32,True,asymmetric,True,20,True,True,False,99.9,71.898,36.222,-35.676,0.504,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,po2,4,8,int32,True,asymmetric,True,20,True,True,False,99.99,71.898,45.07,-26.828,0.627,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,po2,4,8,int32,True,asymmetric,True,20,True,True,False,99.999,71.898,50.894,-21.004,0.708,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,po2,4,8,int32,True,asymmetric,True,20,True,True,True,99.9,71.898,0.1,-71.798,0.001,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,po2,4,8,int32,True,asymmetric,True,20,True,True,True,99.99,71.898,0.1,-71.798,0.001,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,po2,4,8,int32,True,asymmetric,True,20,True,True,True,99.999,71.898,0.092,-71.806,0.001,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,po2,4,8,int32,True,symmetric,True,20,True,False,False,99.9,71.898,46.426,-25.472,0.646,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,po2,4,8,int32,True,symmetric,True,20,True,False,False,99.99,71.898,44.496,-27.402,0.619,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,po2,4,8,int32,True,symmetric,True,20,True,False,False,99.999,71.898,42.562,-29.336,0.592,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,po2,4,8,int32,True,symmetric,True,20,True,True,False,99.9,71.898,47.028,-24.87,0.654,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,po2,4,8,int32,True,symmetric,True,20,True,True,False,99.99,71.898,48.512,-23.386,0.675,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,po2,4,8,int32,True,symmetric,True,20,True,True,False,99.999,71.898,50.01,-21.888,0.696,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,po2,4,8,int32,True,symmetric,True,20,True,True,True,99.9,71.898,0.1,-71.798,0.001,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,po2,4,8,int32,True,symmetric,True,20,True,True,True,99.99,71.898,0.078,-71.82,0.001,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,po2,4,8,int32,True,symmetric,True,20,True,True,True,99.999,71.898,0.06,-71.838,0.001,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,po2,6,8,int32,False,asymmetric,True,20,True,False,False,99.9,71.898,67.234,-4.664,0.935,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,po2,6,8,int32,False,asymmetric,True,20,True,False,False,99.99,71.898,67.674,-4.224,0.941,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,po2,6,8,int32,False,asymmetric,True,20,True,False,False,99.999,71.898,67.148,-4.75,0.934,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,po2,6,8,int32,False,asymmetric,True,20,True,True,False,99.9,71.898,68.966,-2.932,0.959,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,po2,6,8,int32,False,asymmetric,True,20,True,True,False,99.99,71.898,69.596,-2.302,0.968,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,po2,6,8,int32,False,asymmetric,True,20,True,True,False,99.999,71.898,68.664,-3.234,0.955,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,po2,6,8,int32,False,asymmetric,True,20,True,True,True,99.9,71.898,0.1,-71.798,0.001,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,po2,6,8,int32,False,asymmetric,True,20,True,True,True,99.99,71.898,0.1,-71.798,0.001,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,po2,6,8,int32,False,asymmetric,True,20,True,True,True,99.999,71.898,0.07,-71.828,0.001,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,po2,6,8,int32,False,symmetric,True,20,True,False,False,99.9,71.898,67.452,-4.446,0.938,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,po2,6,8,int32,False,symmetric,True,20,True,False,False,99.99,71.898,67.034,-4.864,0.932,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,po2,6,8,int32,False,symmetric,True,20,True,False,False,99.999,71.898,65.532,-6.366,0.911,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,po2,6,8,int32,False,symmetric,True,20,True,True,False,99.9,71.898,69.096,-2.802,0.961,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,po2,6,8,int32,False,symmetric,True,20,True,True,False,99.99,71.898,68.186,-3.712,0.948,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,po2,6,8,int32,False,symmetric,True,20,True,True,False,99.999,71.898,67.538,-4.36,0.939,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,po2,6,8,int32,False,symmetric,True,20,True,True,True,99.9,71.898,0.1,-71.798,0.001,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,po2,6,8,int32,False,symmetric,True,20,True,True,True,99.99,71.898,0.06,-71.838,0.001,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,po2,6,8,int32,False,symmetric,True,20,True,True,True,99.999,71.898,0.1,-71.798,0.001,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,po2,6,8,int32,True,asymmetric,True,20,True,False,False,99.9,71.898,69.77,-2.128,0.97,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,po2,6,8,int32,True,asymmetric,True,20,True,False,False,99.99,71.898,69.542,-2.356,0.967,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,po2,6,8,int32,True,asymmetric,True,20,True,False,False,99.999,71.898,69.278,-2.62,0.964,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,po2,6,8,int32,True,asymmetric,True,20,True,True,False,99.9,71.898,69.53,-2.368,0.967,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,po2,6,8,int32,True,asymmetric,True,20,True,True,False,99.99,71.898,70.008,-1.89,0.974,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,po2,6,8,int32,True,asymmetric,True,20,True,True,False,99.999,71.898,69.5,-2.398,0.967,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,po2,6,8,int32,True,asymmetric,True,20,True,True,True,99.9,71.898,0.1,-71.798,0.001,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,po2,6,8,int32,True,asymmetric,True,20,True,True,True,99.99,71.898,0.092,-71.806,0.001,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,po2,6,8,int32,True,asymmetric,True,20,True,True,True,99.999,71.898,0.1,-71.798,0.001,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,po2,6,8,int32,True,symmetric,True,20,True,False,False,99.9,71.898,69.346,-2.552,0.965,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
mobilenet_v2,layerwise,po2,6,8,int32,True,symmetric,True,20,True,False,False,99.99,71.898,68.776,-3.122,0.957,1000,64,1.13.1,0.9.2.dev13+g96ddb35e
