Model,Bias correction,Top 1% floating point accuracy,Top 1% quant accuracy,Floating point accuracy - quant accuracy,Quant accuracy / floating point accuracy,Calibration size,Calibration batch size,Torch version,Brevitas version
quant_mobilenet_v1,True,73.39,72.704,-0.686,0.991,1000,64,1.13.1,0.8.1.dev98+ge2bdfc04.d20230412
