job_id,act_calibration,act_equalization,act_equalization_alpha,beta,bias_corr,checkpoint_name,compile_eval,compile_ptq,config,convert_layernorm_to_rmsnorm,dataset,dtype,eval,export_prefix,export_target,few_shot_eval,few_shot_limit,few_shot_override_batch_size,few_shot_tasks,few_shot_zeroshot,functional_sdpa_quant,fuse_sequences,gamma,gpfq,gptq,gpxq_act_order,gpxq_block_name,gpxq_create_weight_orig,gpxq_max_accumulator_bit_width,gpxq_max_accumulator_tile_size,gpxq_use_quant_activations,gradient_accumulation_steps,help,input_bit_width,input_group_size,input_param_method,input_quant_format,input_quant_granularity,input_quant_type,input_scale_precision,input_scale_type,kv_quant_granularity,kv_quant_type,learned_round,learned_round_fast_update,learned_round_iters,learned_round_lr,learned_round_scale,learned_round_scale_lr,learned_round_scale_momentum,learning_rate,ln_affine_merge,load_awq,load_checkpoint,log_on_each_node,logging_steps,lr_scheduler_type,max_steps,model,no_quantize,nsamples,nsamples_rot_calibration,optimize_rotations,per_device_train_batch_size,quant_sdpa,quantize_input_zero_point,quantize_last_layer,quantize_weight_zero_point,replace_mha,replace_rmsnorm,rotation,rotation_layers_to_expand,rotation_mode,rotation_orphan_sink,rotation_sdpa_regions,save_safetensors,scale_rounding_func_type,scaling_min_val,seed,seqlen,svd_quant,svd_quant_iters,svd_quant_rank,temperature,use_distillation_loss,weight_bit_width,weight_decay,weight_equalization,weight_group_dim,weight_group_size,weight_param_method,weight_quant_format,weight_quant_granularity,weight_quant_type,weight_scale_precision,elapsed_time,status,retry_number,brevitas_version,torch_version,float_ppl,quant_ppl
8b32477ecb8fe62ed1dff0f55782a200,False,,0.5,0.0,False,,False,False,,False,wikitext2,float32,True,,,,,,"['arc_challenge', 'arc_easy', 'winogrande', 'piqa']",False,False,False,0.5,False,False,False,,False,,,False,4,==SUPPRESS==,,64,stats,int,per_tensor,asym,float_scale,static,,,,False,200,0.005,False,0.01,0.9,0.5,False,,False,False,10,cosine,100,HuggingfaceTB/SmolLM2-135M,False,128,800,True,2,False,False,False,False,False,True,fused_no_fx,[],had,True,True,False,,0.0001,0,2048,False,1,32,2.0,True,3,0.0,False,,128,stats,int,per_group,sym,float_scale,897.6011960506439,successful,1,0.11.1.dev108+gabeacd50.d20250312,2.4.1+cu121,13.738974571228027,50.243194580078125
eac3ca8bffb76c1e3c93ffabe72d66e0,False,,0.5,0.5,False,,False,False,,False,wikitext2,float32,True,,,,,,"['arc_challenge', 'arc_easy', 'winogrande', 'piqa']",False,False,False,0.5,False,False,False,,False,,,False,4,==SUPPRESS==,,64,stats,int,per_tensor,asym,float_scale,static,,,,False,200,0.005,False,0.01,0.9,0.5,False,,False,False,10,cosine,100,HuggingfaceTB/SmolLM2-135M,False,128,800,True,2,False,False,False,False,False,True,fused_no_fx,[],had,True,True,False,,0.0001,0,2048,False,1,32,2.0,True,3,0.0,False,,128,stats,int,per_group,sym,float_scale,885.2310676574707,successful,1,0.11.1.dev108+gabeacd50.d20250312,2.4.1+cu121,13.738974571228027,46.82788848876953
c73611b75af26b7072e4ec25c773e496,False,,0.5,1.0,False,,False,False,,False,wikitext2,float32,True,,,,,,"['arc_challenge', 'arc_easy', 'winogrande', 'piqa']",False,False,False,0.5,False,False,False,,False,,,False,4,==SUPPRESS==,,64,stats,int,per_tensor,asym,float_scale,static,,,,False,200,0.005,False,0.01,0.9,0.5,False,,False,False,10,cosine,100,HuggingfaceTB/SmolLM2-135M,False,128,800,True,2,False,False,False,False,False,True,fused_no_fx,[],had,True,True,False,,0.0001,0,2048,False,1,32,2.0,True,3,0.0,False,,128,stats,int,per_group,sym,float_scale,875.8660328388214,successful,1,0.11.1.dev108+gabeacd50.d20250312,2.4.1+cu121,13.738974571228027,49.53306198120117
9b815ea12481acd986b31a41426e53c7,False,,0.5,0.0,False,,False,False,,False,wikitext2,float32,True,,,,,,"['arc_challenge', 'arc_easy', 'winogrande', 'piqa']",False,False,False,0.9,False,False,False,,False,,,False,4,==SUPPRESS==,,64,stats,int,per_tensor,asym,float_scale,static,,,,False,200,0.005,False,0.01,0.9,0.5,False,,False,False,10,cosine,100,HuggingfaceTB/SmolLM2-135M,False,128,800,True,2,False,False,False,False,False,True,fused_no_fx,[],had,True,True,False,,0.0001,0,2048,False,1,32,1.0,True,3,0.0,False,,128,stats,int,per_group,sym,float_scale,862.7185771465302,successful,1,0.11.1.dev108+gabeacd50.d20250312,2.4.1+cu121,13.738974571228027,47.04780197143555
dfaae02b2688f9b49e2d04d6bde92a4f,False,,0.5,0.5,False,,False,False,,False,wikitext2,float32,True,,,,,,"['arc_challenge', 'arc_easy', 'winogrande', 'piqa']",False,False,False,0.9,False,False,False,,False,,,False,4,==SUPPRESS==,,64,stats,int,per_tensor,asym,float_scale,static,,,,False,200,0.005,False,0.01,0.9,0.5,False,,False,False,10,cosine,100,HuggingfaceTB/SmolLM2-135M,False,128,800,True,2,False,False,False,False,False,True,fused_no_fx,[],had,True,True,False,,0.0001,0,2048,False,1,32,1.0,True,3,0.0,False,,128,stats,int,per_group,sym,float_scale,881.3343913555145,successful,1,0.11.1.dev108+gabeacd50.d20250312,2.4.1+cu121,13.738974571228027,46.97882080078125
8cfcf81b955158382b6f9c9482339d3a,False,,0.5,1.0,False,,False,False,,False,wikitext2,float32,True,,,,,,"['arc_challenge', 'arc_easy', 'winogrande', 'piqa']",False,False,False,0.9,False,False,False,,False,,,False,4,==SUPPRESS==,,64,stats,int,per_tensor,asym,float_scale,static,,,,False,200,0.005,False,0.01,0.9,0.5,False,,False,False,10,cosine,100,HuggingfaceTB/SmolLM2-135M,False,128,800,True,2,False,False,False,False,False,True,fused_no_fx,[],had,True,True,False,,0.0001,0,2048,False,1,32,1.0,True,3,0.0,False,,128,stats,int,per_group,sym,float_scale,861.7281320095062,successful,1,0.11.1.dev108+gabeacd50.d20250312,2.4.1+cu121,13.738974571228027,46.257850646972656
e610adb3735e2e370e4106b8e757f207,False,,0.5,0.0,False,,False,False,,False,wikitext2,float32,True,,,,,,"['arc_challenge', 'arc_easy', 'winogrande', 'piqa']",False,False,False,0.9,False,False,False,,False,,,False,4,==SUPPRESS==,,64,stats,int,per_tensor,asym,float_scale,static,,,,False,200,0.005,False,0.01,0.9,0.5,False,,False,False,10,cosine,100,HuggingfaceTB/SmolLM2-135M,False,128,800,True,2,False,False,False,False,False,True,fused_no_fx,[],had,True,True,False,,0.0001,0,2048,False,1,32,2.0,True,3,0.0,False,,128,stats,int,per_group,sym,float_scale,899.7327733039856,successful,1,0.11.1.dev108+gabeacd50.d20250312,2.4.1+cu121,13.738974571228027,47.571659088134766
7054b55c79db060b5695ed14cd720c44,False,,0.5,0.5,False,,False,False,,False,wikitext2,float32,True,,,,,,"['arc_challenge', 'arc_easy', 'winogrande', 'piqa']",False,False,False,0.9,False,False,False,,False,,,False,4,==SUPPRESS==,,64,stats,int,per_tensor,asym,float_scale,static,,,,False,200,0.005,False,0.01,0.9,0.5,False,,False,False,10,cosine,100,HuggingfaceTB/SmolLM2-135M,False,128,800,True,2,False,False,False,False,False,True,fused_no_fx,[],had,True,True,False,,0.0001,0,2048,False,1,32,2.0,True,3,0.0,False,,128,stats,int,per_group,sym,float_scale,873.7230696678162,successful,1,0.11.1.dev108+gabeacd50.d20250312,2.4.1+cu121,13.738974571228027,48.001705169677734
c50c1b08a9ac95d085440c6034904b1e,False,,0.5,1.0,False,,False,False,,False,wikitext2,float32,True,,,,,,"['arc_challenge', 'arc_easy', 'winogrande', 'piqa']",False,False,False,0.9,False,False,False,,False,,,False,4,==SUPPRESS==,,64,stats,int,per_tensor,asym,float_scale,static,,,,False,200,0.005,False,0.01,0.9,0.5,False,,False,False,10,cosine,100,HuggingfaceTB/SmolLM2-135M,False,128,800,True,2,False,False,False,False,False,True,fused_no_fx,[],had,True,True,False,,0.0001,0,2048,False,1,32,2.0,True,3,0.0,False,,128,stats,int,per_group,sym,float_scale,928.6820182800293,successful,1,0.11.1.dev108+gabeacd50.d20250312,2.4.1+cu121,13.738974571228027,45.650047302246094
619ea8ac984e44869f8b482cf708fb66,False,,0.5,0.0,False,,False,False,,False,wikitext2,float32,True,,,,,,"['arc_challenge', 'arc_easy', 'winogrande', 'piqa']",False,False,False,0.1,False,False,False,,False,,,False,4,==SUPPRESS==,,64,stats,int,per_tensor,asym,float_scale,static,,,,False,200,0.005,False,0.01,0.9,0.1,False,,False,False,10,cosine,100,HuggingfaceTB/SmolLM2-135M,False,128,800,True,2,False,False,False,False,False,True,fused_no_fx,[],had,True,True,False,,0.0001,0,2048,False,1,32,1.0,True,3,0.0,False,,128,stats,int,per_group,sym,float_scale,880.8283822536469,successful,1,0.11.1.dev108+gabeacd50.d20250312,2.4.1+cu121,13.738974571228027,256.17974853515625
076e3d04ac4a371b5daf6c11d5d39d9d,False,,0.5,0.5,False,,False,False,,False,wikitext2,float32,True,,,,,,"['arc_challenge', 'arc_easy', 'winogrande', 'piqa']",False,False,False,0.1,False,False,False,,False,,,False,4,==SUPPRESS==,,64,stats,int,per_tensor,asym,float_scale,static,,,,False,200,0.005,False,0.01,0.9,0.1,False,,False,False,10,cosine,100,HuggingfaceTB/SmolLM2-135M,False,128,800,True,2,False,False,False,False,False,True,fused_no_fx,[],had,True,True,False,,0.0001,0,2048,False,1,32,1.0,True,3,0.0,False,,128,stats,int,per_group,sym,float_scale,900.9496529102325,successful,1,0.11.1.dev108+gabeacd50.d20250312,2.4.1+cu121,13.738974571228027,155.25674438476562
a30f5f12f856e17544bc90e10a20fd4f,False,,0.5,1.0,False,,False,False,,False,wikitext2,float32,True,,,,,,"['arc_challenge', 'arc_easy', 'winogrande', 'piqa']",False,False,False,0.1,False,False,False,,False,,,False,4,==SUPPRESS==,,64,stats,int,per_tensor,asym,float_scale,static,,,,False,200,0.005,False,0.01,0.9,0.1,False,,False,False,10,cosine,100,HuggingfaceTB/SmolLM2-135M,False,128,800,True,2,False,False,False,False,False,True,fused_no_fx,[],had,True,True,False,,0.0001,0,2048,False,1,32,1.0,True,3,0.0,False,,128,stats,int,per_group,sym,float_scale,881.1146214008331,successful,1,0.11.1.dev108+gabeacd50.d20250312,2.4.1+cu121,13.738974571228027,140.0194091796875
3ef0fa845522446e54f0458740bfcfe4,False,,0.5,0.0,False,,False,False,,False,wikitext2,float32,True,,,,,,"['arc_challenge', 'arc_easy', 'winogrande', 'piqa']",False,False,False,0.1,False,False,False,,False,,,False,4,==SUPPRESS==,,64,stats,int,per_tensor,asym,float_scale,static,,,,False,200,0.005,False,0.01,0.9,0.1,False,,False,False,10,cosine,100,HuggingfaceTB/SmolLM2-135M,False,128,800,True,2,False,False,False,False,False,True,fused_no_fx,[],had,True,True,False,,0.0001,0,2048,False,1,32,2.0,True,3,0.0,False,,128,stats,int,per_group,sym,float_scale,924.2753126621246,successful,1,0.11.1.dev108+gabeacd50.d20250312,2.4.1+cu121,13.738974571228027,205.8306121826172
db84f69c992330e653800a1460b1b282,False,,0.5,0.5,False,,False,False,,False,wikitext2,float32,True,,,,,,"['arc_challenge', 'arc_easy', 'winogrande', 'piqa']",False,False,False,0.1,False,False,False,,False,,,False,4,==SUPPRESS==,,64,stats,int,per_tensor,asym,float_scale,static,,,,False,200,0.005,False,0.01,0.9,0.1,False,,False,False,10,cosine,100,HuggingfaceTB/SmolLM2-135M,False,128,800,True,2,False,False,False,False,False,True,fused_no_fx,[],had,True,True,False,,0.0001,0,2048,False,1,32,2.0,True,3,0.0,False,,128,stats,int,per_group,sym,float_scale,873.1560385227203,successful,1,0.11.1.dev108+gabeacd50.d20250312,2.4.1+cu121,13.738974571228027,161.067626953125
0ef96240533116c53fc6daeaeb406345,False,,0.5,1.0,False,,False,False,,False,wikitext2,float32,True,,,,,,"['arc_challenge', 'arc_easy', 'winogrande', 'piqa']",False,False,False,0.1,False,False,False,,False,,,False,4,==SUPPRESS==,,64,stats,int,per_tensor,asym,float_scale,static,,,,False,200,0.005,False,0.01,0.9,0.1,False,,False,False,10,cosine,100,HuggingfaceTB/SmolLM2-135M,False,128,800,True,2,False,False,False,False,False,True,fused_no_fx,[],had,True,True,False,,0.0001,0,2048,False,1,32,2.0,True,3,0.0,False,,128,stats,int,per_group,sym,float_scale,907.2616262435913,successful,1,0.11.1.dev108+gabeacd50.d20250312,2.4.1+cu121,13.738974571228027,166.33148193359375
9fbd895d307dd00e7ae446edf7eb6f7b,False,,0.5,0.0,False,,False,False,,False,wikitext2,float32,True,,,,,,"['arc_challenge', 'arc_easy', 'winogrande', 'piqa']",False,False,False,0.5,False,False,False,,False,,,False,4,==SUPPRESS==,,64,stats,int,per_tensor,asym,float_scale,static,,,,False,200,0.005,False,0.01,0.9,0.1,False,,False,False,10,cosine,100,HuggingfaceTB/SmolLM2-135M,False,128,800,True,2,False,False,False,False,False,True,fused_no_fx,[],had,True,True,False,,0.0001,0,2048,False,1,32,1.0,True,3,0.0,False,,128,stats,int,per_group,sym,float_scale,882.5548567771912,successful,1,0.11.1.dev108+gabeacd50.d20250312,2.4.1+cu121,13.738974571228027,195.88519287109375
0629ada13666a48aeec5dc4cd047d82c,False,,0.5,0.5,False,,False,False,,False,wikitext2,float32,True,,,,,,"['arc_challenge', 'arc_easy', 'winogrande', 'piqa']",False,False,False,0.5,False,False,False,,False,,,False,4,==SUPPRESS==,,64,stats,int,per_tensor,asym,float_scale,static,,,,False,200,0.005,False,0.01,0.9,0.1,False,,False,False,10,cosine,100,HuggingfaceTB/SmolLM2-135M,False,128,800,True,2,False,False,False,False,False,True,fused_no_fx,[],had,True,True,False,,0.0001,0,2048,False,1,32,1.0,True,3,0.0,False,,128,stats,int,per_group,sym,float_scale,923.868406534195,successful,1,0.11.1.dev108+gabeacd50.d20250312,2.4.1+cu121,13.738974571228027,144.69635009765625
7779779d15c232c6f9d1165b3657552d,False,,0.5,1.0,False,,False,False,,False,wikitext2,float32,True,,,,,,"['arc_challenge', 'arc_easy', 'winogrande', 'piqa']",False,False,False,0.5,False,False,False,,False,,,False,4,==SUPPRESS==,,64,stats,int,per_tensor,asym,float_scale,static,,,,False,200,0.005,False,0.01,0.9,0.1,False,,False,False,10,cosine,100,HuggingfaceTB/SmolLM2-135M,False,128,800,True,2,False,False,False,False,False,True,fused_no_fx,[],had,True,True,False,,0.0001,0,2048,False,1,32,1.0,True,3,0.0,False,,128,stats,int,per_group,sym,float_scale,882.7415509223938,successful,1,0.11.1.dev108+gabeacd50.d20250312,2.4.1+cu121,13.738974571228027,140.0122528076172
4df64001b8b15724c5492bcfd94b9bc7,False,,0.5,0.0,False,,False,False,,False,wikitext2,float32,True,,,,,,"['arc_challenge', 'arc_easy', 'winogrande', 'piqa']",False,False,False,0.5,False,False,False,,False,,,False,4,==SUPPRESS==,,64,stats,int,per_tensor,asym,float_scale,static,,,,False,200,0.005,False,0.01,0.9,0.1,False,,False,False,10,cosine,100,HuggingfaceTB/SmolLM2-135M,False,128,800,True,2,False,False,False,False,False,True,fused_no_fx,[],had,True,True,False,,0.0001,0,2048,False,1,32,2.0,True,3,0.0,False,,128,stats,int,per_group,sym,float_scale,887.8940687179565,successful,1,0.11.1.dev108+gabeacd50.d20250312,2.4.1+cu121,13.738974571228027,160.3118896484375
374dcf87629806e81d29fd7cebd1d9ae,False,,0.5,0.5,False,,False,False,,False,wikitext2,float32,True,,,,,,"['arc_challenge', 'arc_easy', 'winogrande', 'piqa']",False,False,False,0.5,False,False,False,,False,,,False,4,==SUPPRESS==,,64,stats,int,per_tensor,asym,float_scale,static,,,,False,200,0.005,False,0.01,0.9,0.1,False,,False,False,10,cosine,100,HuggingfaceTB/SmolLM2-135M,False,128,800,True,2,False,False,False,False,False,True,fused_no_fx,[],had,True,True,False,,0.0001,0,2048,False,1,32,2.0,True,3,0.0,False,,128,stats,int,per_group,sym,float_scale,862.4287889003754,successful,1,0.11.1.dev108+gabeacd50.d20250312,2.4.1+cu121,13.738974571228027,141.6768035888672
315692af0e7e8414d8a884cf82e53d43,False,,0.5,1.0,False,,False,False,,False,wikitext2,float32,True,,,,,,"['arc_challenge', 'arc_easy', 'winogrande', 'piqa']",False,False,False,0.5,False,False,False,,False,,,False,4,==SUPPRESS==,,64,stats,int,per_tensor,asym,float_scale,static,,,,False,200,0.005,False,0.01,0.9,0.1,False,,False,False,10,cosine,100,HuggingfaceTB/SmolLM2-135M,False,128,800,True,2,False,False,False,False,False,True,fused_no_fx,[],had,True,True,False,,0.0001,0,2048,False,1,32,2.0,True,3,0.0,False,,128,stats,int,per_group,sym,float_scale,903.7538504600525,successful,1,0.11.1.dev108+gabeacd50.d20250312,2.4.1+cu121,13.738974571228027,146.28421020507812
617a04403eff560c5c41684038e906a0,False,,0.5,0.0,False,,False,False,,False,wikitext2,float32,True,,,,,,"['arc_challenge', 'arc_easy', 'winogrande', 'piqa']",False,False,False,0.9,False,False,False,,False,,,False,4,==SUPPRESS==,,64,stats,int,per_tensor,asym,float_scale,static,,,,False,200,0.005,False,0.01,0.9,0.1,False,,False,False,10,cosine,100,HuggingfaceTB/SmolLM2-135M,False,128,800,True,2,False,False,False,False,False,True,fused_no_fx,[],had,True,True,False,,0.0001,0,2048,False,1,32,1.0,True,3,0.0,False,,128,stats,int,per_group,sym,float_scale,863.7399275302887,successful,1,0.11.1.dev108+gabeacd50.d20250312,2.4.1+cu121,13.738974571228027,146.13710021972656
4e660f9770ba08514b0dbb11b4a39ebb,False,,0.5,0.5,False,,False,False,,False,wikitext2,float32,True,,,,,,"['arc_challenge', 'arc_easy', 'winogrande', 'piqa']",False,False,False,0.9,False,False,False,,False,,,False,4,==SUPPRESS==,,64,stats,int,per_tensor,asym,float_scale,static,,,,False,200,0.005,False,0.01,0.9,0.1,False,,False,False,10,cosine,100,HuggingfaceTB/SmolLM2-135M,False,128,800,True,2,False,False,False,False,False,True,fused_no_fx,[],had,True,True,False,,0.0001,0,2048,False,1,32,1.0,True,3,0.0,False,,128,stats,int,per_group,sym,float_scale,876.4440548419952,successful,1,0.11.1.dev108+gabeacd50.d20250312,2.4.1+cu121,13.738974571228027,136.7621612548828
9ce0d9f7b4b63c46ce3f5eba1bb0bd85,False,,0.5,1.0,False,,False,False,,False,wikitext2,float32,True,,,,,,"['arc_challenge', 'arc_easy', 'winogrande', 'piqa']",False,False,False,0.9,False,False,False,,False,,,False,4,==SUPPRESS==,,64,stats,int,per_tensor,asym,float_scale,static,,,,False,200,0.005,False,0.01,0.9,0.1,False,,False,False,10,cosine,100,HuggingfaceTB/SmolLM2-135M,False,128,800,True,2,False,False,False,False,False,True,fused_no_fx,[],had,True,True,False,,0.0001,0,2048,False,1,32,1.0,True,3,0.0,False,,128,stats,int,per_group,sym,float_scale,862.4587864875793,successful,1,0.11.1.dev108+gabeacd50.d20250312,2.4.1+cu121,13.738974571228027,141.3663787841797
e8ce1dbbc4757ece9418bca939cce048,False,,0.5,0.0,False,,False,False,,False,wikitext2,float32,True,,,,,,"['arc_challenge', 'arc_easy', 'winogrande', 'piqa']",False,False,False,0.9,False,False,False,,False,,,False,4,==SUPPRESS==,,64,stats,int,per_tensor,asym,float_scale,static,,,,False,200,0.005,False,0.01,0.9,0.1,False,,False,False,10,cosine,100,HuggingfaceTB/SmolLM2-135M,False,128,800,True,2,False,False,False,False,False,True,fused_no_fx,[],had,True,True,False,,0.0001,0,2048,False,1,32,2.0,True,3,0.0,False,,128,stats,int,per_group,sym,float_scale,878.8540334701538,successful,1,0.11.1.dev108+gabeacd50.d20250312,2.4.1+cu121,13.738974571228027,138.93202209472656
8a2ac047b15c0e5afae6e40a24d43fc6,False,,0.5,0.5,False,,False,False,,False,wikitext2,float32,True,,,,,,"['arc_challenge', 'arc_easy', 'winogrande', 'piqa']",False,False,False,0.9,False,False,False,,False,,,False,4,==SUPPRESS==,,64,stats,int,per_tensor,asym,float_scale,static,,,,False,200,0.005,False,0.01,0.9,0.1,False,,False,False,10,cosine,100,HuggingfaceTB/SmolLM2-135M,False,128,800,True,2,False,False,False,False,False,True,fused_no_fx,[],had,True,True,False,,0.0001,0,2048,False,1,32,2.0,True,3,0.0,False,,128,stats,int,per_group,sym,float_scale,871.3308348655701,successful,1,0.11.1.dev108+gabeacd50.d20250312,2.4.1+cu121,13.738974571228027,140.10069274902344
a9447c5111008ff08e6772ab0ad19bf5,False,,0.5,1.0,False,,False,False,,False,wikitext2,float32,True,,,,,,"['arc_challenge', 'arc_easy', 'winogrande', 'piqa']",False,False,False,0.9,False,False,False,,False,,,False,4,==SUPPRESS==,,64,stats,int,per_tensor,asym,float_scale,static,,,,False,200,0.005,False,0.01,0.9,0.1,False,,False,False,10,cosine,100,HuggingfaceTB/SmolLM2-135M,False,128,800,True,2,False,False,False,False,False,True,fused_no_fx,[],had,True,True,False,,0.0001,0,2048,False,1,32,2.0,True,3,0.0,False,,128,stats,int,per_group,sym,float_scale,900.6116812229156,successful,1,0.11.1.dev108+gabeacd50.d20250312,2.4.1+cu121,13.738974571228027,138.89849853515625
